,LFQ intensity BIR_1,LFQ intensity BIR_2,LFQ intensity BIR_3,LFQ intensity CHX_1,LFQ intensity CHX_2,LFQ intensity CHX_3,LFQ intensity DCP2_1,LFQ intensity DCP2_2,LFQ intensity DCP2_3,LFQ intensity NOC_1,LFQ intensity NOC_2,LFQ intensity NOC_3,LFQ intensity MB_1,LFQ intensity MB_2,LFQ intensity MB_3,LFQ intensity OS_1,LFQ intensity OS_2,LFQ intensity OS_3,Only identified by site,Reverse,Potential contaminant,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS count,Razor + unique peptides BIR_1,Razor + unique peptides BIR_2,Razor + unique peptides BIR_3,Razor + unique peptides CHX_1,Razor + unique peptides CHX_2,Razor + unique peptides CHX_3,Razor + unique peptides DCP2_1,Razor + unique peptides DCP2_2,Razor + unique peptides DCP2_3,Razor + unique peptides NOC_1,Razor + unique peptides NOC_2,Razor + unique peptides NOC_3,Razor + unique peptides MB_1,Razor + unique peptides MB_2,Razor + unique peptides MB_3,Razor + unique peptides OS_1,Razor + unique peptides OS_2,Razor + unique peptides OS_3,Protein IDs,Majority protein IDs,Protein names,Gene names
1601,218190000,203200000,225510000,69056000,61797000,68510000,145960000,135810000,126570000,148670000,202050000,147270000,173890000,124500000,44430000,379529984,389649984,382350016,,,,24,24,23,"36,3","36,3","35,5","125,61",0,"165,08",3371100000,130,15,15,15,2,2,3,5,8,4,10,11,9,12,8,3,18,20,21,Q13625,Q13625,Apoptosis-stimulating of p53 protein 2,TP53BP2
1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10985000,,,,1,1,1,"2,1","2,1","2,1","69,197","0,0078676","1,6763",12126000,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Q9Y463;Q13627,Q9Y463;Q13627,Dual specificity tyrosine-phosphorylation-regulated kinase 1B;Dual specificity tyrosine-phosphorylation-regulated kinase 1A,DYRK1B;DYRK1A
1603,122260000,94688000,98927000,38968000,45529000,55240000,76213000,64768000,61335000,62123000,93863000,65555000,96276000,54300000,29785000,320889984,292760000,394440000,,,,7,7,7,31,31,31,"36,263",0,"26,247",2179800000,67,5,5,4,2,2,3,5,3,3,2,3,3,3,3,2,6,6,7,Q13642,Q13642,Four and a half LIM domains protein 1,FHL1
1604,24536000,19512000,21989000,0,32616000,0,19874000,26737000,26543000,35986000,17723000,0,43848000,80916000,88437000,19858000,21132000,0,,,,8,8,8,"15,7","15,7","15,7","91,916",0,"31,714",601670000,27,3,3,3,1,2,0,3,6,2,5,3,1,4,8,8,2,2,2,Q13724,Q13724,Mannosyl-oligosaccharide glucosidase,MOGS
1605,45688000,45599000,56972000,85133000,0,0,62838000,39773000,45970000,47938000,37615000,36672000,60425000,94888000,55689000,59725000,50998000,62189000,,,,8,8,8,"21,2","21,2","21,2","78,507",0,"22,596",978020000,41,4,4,3,7,1,1,2,3,2,4,2,2,4,6,5,6,5,5,Q13769,Q13769,THO complex subunit 5 homolog,THOC5
1606,46154000,50334000,53799000,0,0,27285000,29331000,37316000,42615000,41400000,60105000,36260000,59535000,33900000,0,23163000,0,26346000,,,,8,8,8,"5,2","5,2","5,2","284,54",0,"13,803",577730000,23,5,6,4,1,2,4,4,3,4,5,5,5,5,3,4,4,1,3,Q13813,Q13813,"Spectrin alpha chain, non-erythrocytic 1",SPTAN1
1607,1888400000,1657799936,1495399936,2515300096,1978099968,2075299968,1586000000,1749400064,1928999936,1567500032,1799399936,2191899904,1112300032,1060700032,587980032,945320000,929270016,979440000,,,,30,30,30,39,39,39,"83,654",0,"117,24",24950000000,440,26,24,23,26,24,24,25,27,28,25,24,26,20,22,17,20,21,21,Q13823,Q13823,Nucleolar GTP-binding protein 2,GNL2
1608,1209100032,1441100032,1280099968,1604800000,1594800000,1572300032,1626000000,1603399936,1392600064,1682899968,1466800000,1528999936,1998599936,2609999872,2457200128,1699900032,1771100032,1662599936,,,,23,23,11,"64,3","64,3","35,5","48,991",0,"297,46",30629000000,420,14,18,16,14,15,15,16,19,15,18,15,15,19,22,22,19,19,17,Q13838,Q13838,Spliceosome RNA helicase DDX39B,DDX39B
1609,0,0,0,0,0,0,18756000,18229000,0,0,0,0,0,21786000,22411000,18637000,0,0,,,,4,4,4,"20,5","20,5","20,5","32,789",0,"7,3045",181280000,10,1,1,1,0,0,0,3,2,1,0,0,0,1,4,3,3,2,2,Q13868,Q13868,Exosome complex component RRP4,EXOSC2
1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20465000,,,,25,1,1,"68,8","2,7","2,7","49,906","0,00059577","2,7667",469940000,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Q13885,Q13885,Tubulin beta-2A chain,TUBB2A
1611,37737000,27716000,30894000,41456000,37822000,0,28230000,0,0,32900000,0,0,0,25229000,0,0,28365000,26933000,,,,3,3,3,"9,9","9,9","9,9","44,452","0,00031437","3,5709",410190000,16,2,3,3,3,3,2,2,1,1,2,1,2,1,2,1,0,2,2,Q6P1K8;Q13888,Q6P1K8;Q13888,General transcription factor IIH subunit 2-like protein;General transcription factor IIH subunit 2,GTF2H2C;GTF2H2
1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988800,0,0,,,,1,1,1,"6,8","6,8","6,8","34,378","0,00059488","2,7594",27801000,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Q13889,Q13889,General transcription factor IIH subunit 3,GTF2H3
1613,41845000,73375000,83403000,46885000,74699000,64632000,106240000,120200000,62499000,89937000,62173000,52100000,106790000,75926000,93284000,254030000,256910000,320769984,,,,9,9,9,"57,3","57,3","57,3","26,319",0,"64,329",2117700000,75,4,6,5,3,3,3,7,7,3,7,3,5,4,8,8,9,9,8,Q13907,Q13907,Isopentenyl-diphosphate Delta-isomerase 1,IDI1
1614,189750000,182590000,220730000,0,48326000,77027000,74539000,64455000,54616000,119080000,87766000,79233000,87657000,93501000,82460000,63460000,54594000,65708000,,,,15,13,13,"18,1","16,2","16,2","164,92",0,"105,93",1706100000,47,11,9,11,1,3,5,6,4,3,8,7,5,8,7,8,5,5,6,Q14004,Q14004,Cyclin-dependent kinase 13,CDK13
1615,1981600000,1834899968,1820199936,650160000,949059968,1009800000,1272400000,1197900032,1195900032,1335900032,1445600000,1280999936,1453900032,1093100032,671059968,2183200000,2054800000,2391099904,,,,81,81,81,"51,1","51,1","51,1","225,49",0,"323,31",25875000000,815,66,68,65,27,39,43,50,51,52,59,59,57,61,54,48,68,70,70,Q14008,Q14008,Cytoskeleton-associated protein 5,CKAP5
1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49753000,0,0,0,,,,3,3,3,"25,6","25,6","25,6","18,648",0,"9,9341",131240000,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,Q14011,Q14011,Cold-inducible RNA-binding protein,CIRBP
1617,92459000,115410000,123670000,155740000,123180000,71781000,88295000,0,68730000,170000000,0,0,192080000,377240000,967489984,164840000,131660000,57519000,,,,9,8,8,"23,4","20,6","20,6","38,434",0,"54,819",4097800000,53,2,3,3,3,3,2,3,2,2,3,1,2,4,7,7,3,5,3,Q14103,Q14103,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD
1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20311000,0,0,0,,,,2,2,2,"10,7","10,7","10,7","56,931",0,"6,754",43482000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,Q14119,Q14119,Vascular endothelial zinc finger 1,VEZF1
1619,56205000,48594000,55649000,32224000,0,0,49473000,41995000,52725000,48305000,52638000,38413000,56715000,31723000,22230000,27332000,34562000,31900000,,,,7,7,7,"13,6","13,6","13,6","122,29",0,"28,691",668500000,35,5,5,6,2,1,1,4,4,3,5,4,2,5,2,2,2,2,3,Q14126,Q14126,Desmoglein-2,DSG2
1620,458680000,426929984,375049984,1078499968,849729984,719129984,534630016,582739968,541809984,599750016,531100000,637680000,577939968,529449984,386009984,502830016,518500000,472729984,,,,22,22,22,"50,8","50,8","50,8","83,629",0,"323,31",9544600000,290,12,13,10,17,16,13,14,13,14,14,14,14,15,16,14,15,15,15,Q14137,Q14137,Ribosome biogenesis protein BOP1,BOP1
1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25786000,0,0,0,,,,2,2,2,"3,8","3,8","3,8","122,56",0,"4,3322",90597000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,Q14139,Q14139,Ubiquitin conjugation factor E4 A,UBE4A
1622,700849984,667120000,615040000,398600000,440230016,566049984,580920000,583859968,610460032,458260000,646440000,605420032,405020000,294129984,164100000,297710016,286360000,352700000,,,,25,25,25,"62,2","62,2","62,2","69,666",0,"153,24",7628000000,273,20,18,17,13,13,16,17,19,15,15,15,17,12,10,9,11,13,12,Q14145,Q14145,Kelch-like ECH-associated protein 1,KEAP1
1623,20336000,25844000,21899000,31789000,38320000,38872000,21545000,26067000,0,61880000,37477000,35530000,36793000,39311000,115470000,52255000,53487000,43153000,,,,12,12,12,"13,8","13,8","13,8","170,54",0,"48,892",738880000,44,4,5,4,4,5,5,4,5,1,8,5,6,7,7,9,8,7,6,Q14146,Q14146,Unhealthy ribosome biogenesis protein 2 homolog,URB2
1624,48158000,42311000,0,36340000,0,0,43685000,0,35797000,54686000,0,75430000,37128000,40532000,37428000,48632000,49074000,52303000,,,,9,9,9,"12,1","12,1","12,1","128,12",0,"23,042",663840000,31,2,2,1,2,1,0,3,0,3,7,2,4,3,6,7,7,6,6,Q14147,Q14147,Probable ATP-dependent RNA helicase DHX34,DHX34
1625,0,0,0,0,0,0,0,0,0,26135000,0,0,0,0,0,26775000,33095000,36259000,,,,7,7,7,"10,1","10,1","10,1","107,11",0,"10,477",194150000,13,0,1,0,1,0,1,0,0,0,3,0,1,1,1,2,4,6,3,Q14149,Q14149,MORC family CW-type zinc finger protein 3,MORC3
1626,199270000,170020000,198560000,400209984,666760000,150690000,87336000,95114000,21020000,703129984,142430000,225560000,676950016,965729984,1194400000,464590016,392000000,133590000,,,,18,18,11,"24,9","24,9","15,1","107,47",0,"295,28",7787500000,133,10,8,10,14,14,7,5,5,3,15,7,8,14,18,16,14,14,7,Q14151,Q14151,Scaffold attachment factor B2,SAFB2
1627,377249984,479800000,390710016,300750016,320289984,366350016,382040000,423940000,376750016,528940000,338089984,308190016,477080000,701800000,1047100032,676529984,750840000,560529984,,,,34,34,34,"32,2","32,2","32,2","166,57",0,"230,54",9694400000,342,21,24,22,17,16,16,15,19,19,25,18,17,26,28,29,29,30,27,Q14152,Q14152,Eukaryotic translation initiation factor 3 subunit A,EIF3A
1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14338000,0,0,,,,2,2,2,4,4,4,"90,011","0,00030367","3,0528",40411000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Q14155,Q14155,Rho guanine nucleotide exchange factor 7,ARHGEF7
1629,22764000,28900000,25516000,0,20464000,22982000,0,23162000,0,0,25732000,26739000,0,0,0,25087000,25124000,31556000,,,,4,4,4,"7,2","7,2","7,2","92,923","0,00030722","3,2203",334200000,8,4,4,3,2,3,3,1,4,1,1,3,2,2,2,1,2,2,3,Q14156;Q9Y2G0,Q14156,Protein EFR3 homolog A,EFR3A
1630,1106499968,986409984,1101299968,312760000,511409984,712329984,819139968,747740032,796520000,642670016,886289984,718609984,716289984,427529984,315560000,583600000,580910016,675459968,,,,21,21,21,"35,5","35,5","35,5","114,53",0,"323,31",11887000000,297,19,19,19,14,19,18,16,18,18,20,20,18,18,18,14,20,18,19,Q14157,Q14157,Ubiquitin-associated protein 2-like,UBAP2L
1631,375080000,336820000,297689984,153530000,256110000,313249984,359220000,353840000,377070016,331350016,397360000,343449984,340609984,292500000,260260000,621190016,655420032,779030016,,,,35,35,33,34,34,"32,6","174,88",0,"160,83",6985100000,322,20,21,19,8,14,12,17,18,21,18,20,21,21,21,18,27,28,29,Q14160,Q14160,Protein scribble homolog,SCRIB
1632,181380000,317489984,259610000,276820000,304809984,305100000,397670016,430140000,368080000,439980000,283889984,251470000,417790016,554880000,441750016,1497299968,1562000000,1693100032,,,,23,23,23,"53,6","53,6","53,6","74,403",0,"175,86",10809000000,234,9,14,9,10,8,8,13,12,8,14,10,10,13,13,20,19,20,21,Q14166,Q14166,Tubulin--tyrosine ligase-like protein 12,TTLL12
1633,43341000,48209000,31114000,29272000,18291000,46075000,21463000,34861000,21370000,20952000,29063000,15629000,22070000,24467000,33485000,53360000,69351000,50622000,,,,8,8,8,"23,9","23,9","23,9","65,947",0,"37,454",633930000,36,5,4,5,2,4,2,2,3,2,2,5,4,5,2,3,5,6,4,Q14181,Q14181,DNA polymerase alpha subunit B,POLA2
1634,32564000,26767000,30607000,0,0,0,0,17149000,0,17439000,22773000,0,32964000,0,0,15708000,21050000,23492000,,,,4,4,4,"20,7","20,7","20,7","45,07",0,"17,317",286650000,20,2,3,2,0,0,1,1,2,1,2,2,1,2,1,1,2,1,2,Q14186,Q14186,Transcription factor Dp-1,TFDP1
1635,27759000,26075000,29513000,14007000,0,0,19405000,22319000,0,23921000,0,20608000,27416000,19925000,19594000,23031000,25475000,25393000,,,,7,7,7,"6,3","6,3","6,3","162,46",0,"9,8315",378640000,27,3,3,3,2,1,1,2,2,1,2,1,2,3,4,4,4,5,5,Q14191,Q14191,Werner syndrome ATP-dependent helicase,WRN
1636,49424000,39889000,43549000,0,0,0,42193000,0,0,0,49533000,44144000,39240000,0,0,45928000,45240000,50386000,,,,6,5,5,16,"13,2","13,2","61,963",0,"11,77",530780000,19,3,3,2,0,1,1,2,1,1,1,2,3,2,2,1,4,5,3,Q14195,Q14195,Dihydropyrimidinase-related protein 3,DPYSL3
1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9957300,,,,2,2,2,"12,6","12,6","12,6","23,63","0,0036425","2,0174",36563000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,Q14197,Q14197,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",ICT1
1638,54272000,83031000,68455000,54221000,49737000,0,0,0,0,52117000,46740000,53388000,58392000,41151000,106600000,113690000,160330000,133930000,,,,15,14,14,"17,2","16,4","16,4","152,38",0,"80,84",1186600000,44,6,6,7,4,3,1,1,0,1,5,2,2,4,3,7,11,11,9,Q14202,Q14202,Zinc finger MYM-type protein 3,ZMYM3
1639,181780000,155350000,154240000,106640000,93188000,65193000,126990000,117490000,100970000,149090000,130810000,110080000,163740000,196250000,214690000,164770000,150630000,145420000,,,,24,24,24,"26,5","26,5","26,5","141,69",0,"62,753",2706200000,85,14,13,13,3,6,5,9,10,8,12,7,9,13,16,21,13,15,11,Q14203,Q14203,Dynactin subunit 1,DCTN1
1640,2305999872,2884999936,2678700032,2641299968,3538800128,3408600064,3422700032,3492300032,3097700096,6150799872,3280000000,3028499968,3496199936,4900800000,7839200256,3961700096,4776800256,3561400064,,,,191,191,191,"50,9","50,9","50,9","532,4",0,"323,31",73851000000,2163,106,120,115,101,105,112,112,122,107,148,116,119,124,145,178,136,148,133,Q14204,Q14204,Cytoplasmic dynein 1 heavy chain 1,DYNC1H1
1641,101870000,104560000,88706000,24604000,0,0,27325000,0,29647000,0,40831000,36369000,45057000,26763000,0,26776000,42636000,30319000,,,,11,11,11,"13,3","13,3","13,3","154,29",0,"11,582",650980000,22,7,7,8,2,1,1,2,2,3,1,5,6,7,3,1,3,4,5,Q14207,Q14207,Protein NPAT,NPAT
1642,0,0,0,0,0,0,0,0,0,0,0,0,0,17768000,0,0,0,0,,,,2,2,2,"6,9","6,9","6,9","33,712","0,00030048","2,8921",116350000,3,1,2,2,0,0,0,1,1,0,1,0,1,1,2,1,1,1,1,Q14232,Q14232,Translation initiation factor eIF-2B subunit alpha,EIF2B1
1643,58534000,74783000,36099000,39107000,52967000,40128000,32793000,75980000,50818000,85695000,40459000,35340000,83088000,120750000,204960000,93536000,102020000,62773000,,,,22,8,8,"58,7","31,9","31,9","46,402",0,"145,61",1526700000,31,2,6,4,3,2,4,5,4,3,4,3,2,4,7,7,6,6,5,Q14240,Q14240,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",EIF4A2
1644,793040000,1012000000,1009699968,1298099968,726790016,1139399936,638940032,951400000,1709100032,681440000,1463800064,1145699968,680739968,724969984,338480000,727390016,554910016,669449984,,,,21,21,21,"31,5","31,5","31,5","89,908",0,"138,61",14612000000,284,15,18,17,15,12,15,13,17,20,14,17,18,13,14,11,14,12,15,Q14241,Q14241,Transcription elongation factor B polypeptide 3,TCEB3
1645,1148000000,1002200000,1071900032,326940000,472729984,612600000,885200000,791680000,868529984,751840000,1140099968,910390016,897939968,460180000,218630000,531950016,541400000,669520000,,,,18,18,18,"40,5","40,5","40,5","61,585",0,"322,01",12392000000,246,18,17,16,13,13,13,15,16,14,15,16,16,16,15,11,13,12,13,Q14247,Q14247,Src substrate cortactin,CTTN
1646,0,0,0,0,0,0,0,0,0,0,0,0,0,22519000,20053000,0,0,0,,,,3,3,3,"9,8","9,8","9,8","47,064","0,00031066","3,3529",107230000,5,0,0,0,0,0,0,0,1,0,1,0,1,1,2,3,0,1,1,Q14254,Q14254,Flotillin-2,FLOT2
1647,0,0,0,47795000,54746000,0,0,0,0,0,0,0,0,48561000,57992000,0,0,0,,,,6,6,6,"38,2","38,2","38,2","36,876",0,"24,144",285830000,10,0,0,0,3,3,1,0,0,0,0,0,1,1,4,4,1,0,0,Q14257,Q14257,Reticulocalbin-2,RCN2
1648,303449984,341920000,363860000,157330000,229890000,170270000,283160000,312540000,264240000,273760000,259720000,230850000,326420000,305080000,253950000,1245400064,1090700032,1281400064,,,,25,25,25,"52,7","52,7","52,7","70,973",0,"147,27",8348200000,251,16,19,15,10,12,9,11,12,11,14,11,10,11,15,15,24,24,25,Q14258,Q14258,E3 ubiquitin/ISG15 ligase TRIM25,TRIM25
1649,0,0,0,0,0,0,0,0,0,0,168040000,0,0,0,0,0,0,0,,,,17,3,3,8,"2,7","2,7","291,02","0,00030893","3,2717",141980000,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,Q14315,Q14315,Filamin-C,FLNC
1650,0,20307000,0,0,0,0,0,18879000,0,0,0,0,0,0,0,321120000,293769984,376040000,,,,8,8,8,"31,6","31,6","31,6","44,561",0,"113,97",1288600000,33,1,3,1,1,0,0,1,2,0,1,0,0,0,1,0,7,7,6,Q14318,Q14318,Peptidyl-prolyl cis-trans isomerase FKBP8,FKBP8
1651,46767000,30661000,27432000,0,0,0,0,0,0,20913000,0,0,20865000,20506000,14680000,15796000,0,16214000,,,,3,3,3,"12,7","12,7","12,7","40,241",0,"4,1777",278470000,13,3,2,3,0,0,1,1,1,0,2,1,1,2,2,2,2,1,2,Q14320;Q9Y247,Q14320,Protein FAM50A,FAM50A
1652,438190016,339870016,314380000,807180032,689520000,656169984,447620000,446409984,416169984,545569984,544280000,667470016,413720000,494830016,307969984,231180000,257060000,218490000,,,,12,12,12,"43,4","43,4","43,4","29,172",0,"48,114",7551100000,143,10,10,10,10,8,7,9,9,7,11,8,12,10,11,9,8,7,6,Q14331,Q14331,Protein FRG1,FRG1
1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12491000,0,0,0,,,,3,3,3,"6,3","6,3","6,3","78,365",0,"4,8228",824490000,4,2,2,2,1,1,1,1,0,0,1,1,0,0,1,3,0,1,0,Q14444,Q14444,Caprin-1,CAPRIN1
1654,463849984,325270016,363280000,576529984,865529984,848160000,782870016,540360000,529710016,627489984,505910016,544369984,530400000,912480000,864129984,371769984,394590016,301820000,,,,18,18,18,"46,8","46,8","46,8","59,379",0,"283,33",9986500000,325,12,14,14,13,14,15,15,16,11,16,13,13,13,16,16,13,14,11,Q14498;Q86U06,Q14498,RNA-binding protein 39,RBM39
1655,214500000,168590000,210210000,180060000,139710000,139710000,184510000,152600000,157630000,168390000,148530000,179390000,129180000,203760000,190260000,146960000,165310000,137720000,,,,19,19,19,"27,9","27,9","27,9","113,93",0,"76,5",3004700000,110,16,14,14,8,4,8,12,8,10,9,13,13,7,12,14,10,7,11,Q14527,Q14527,Helicase-like transcription factor,HLTF
1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9379100,0,0,0,,,,2,2,2,"4,7","4,7","4,7","63,922","0,00031211","3,4109",16138000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,Q14534,Q14534,Squalene monooxygenase,SQLE
1657,16360000,12931000,16663000,22213000,19673000,0,0,0,0,17360000,0,18850000,20337000,46980000,49457000,16640000,21111000,0,,,,8,8,8,"22,5","22,5","22,5","59,594",0,"8,4847",350710000,14,2,4,2,3,2,0,1,1,1,3,0,2,3,6,6,2,2,1,Q14554,Q14554,Protein disulfide-isomerase A5,PDIA5
1658,27179000,24933000,33388000,40157000,42346000,45696000,33266000,30981000,0,35603000,38356000,35790000,37884000,40645000,43885000,34093000,31742000,34362000,,,,8,7,7,"34,3","30,3","30,3","39,393",0,"34,059",592530000,39,2,4,2,4,5,3,3,3,1,6,3,4,4,5,4,5,5,6,Q14558,Q14558,Phosphoribosyl pyrophosphate synthase-associated protein 1,PRPSAP1
1659,112910000,93349000,99817000,53999000,45325000,0,59550000,75686000,54326000,97464000,43716000,53500000,77823000,123710000,129590000,49741000,50768000,43667000,,,,19,18,18,"22,6","21,9","21,9","139,31",0,"65,173",1388800000,72,13,11,12,2,3,1,6,7,3,12,3,7,11,13,16,3,4,3,Q14562,Q14562,ATP-dependent RNA helicase DHX8,DHX8
1660,429590016,536929984,464420000,403350016,482510016,418529984,516169984,522230016,452550016,589190016,453160000,428620000,525980000,670929984,642849984,903440000,928190016,895840000,,,,28,28,28,"43,5","43,5","43,5","92,888",0,"186,79",10741000000,245,17,18,18,13,15,17,18,16,14,20,16,16,19,22,25,23,25,23,Q14566,Q14566,DNA replication licensing factor MCM6,MCM6
1661,0,0,0,0,0,0,0,0,0,0,0,30243000,0,0,26591000,16130000,29202000,17457000,,,,13,8,8,"5,7",4,4,"308,06",0,"13,163",292130000,9,0,1,0,4,0,1,2,3,0,3,1,4,0,1,6,3,3,2,Q14571,Q14571,"Inositol 1,4,5-trisphosphate receptor type 2",ITPR2
1662,87098000,107660000,99773000,353900000,352380000,405300000,285449984,245890000,189010000,352030016,347660000,345380000,187040000,213980000,240240000,342569984,371550016,424729984,,,,40,40,35,"23,2","23,2","21,5","304,1",0,"158,19",4871800000,228,8,11,8,23,27,26,17,18,14,28,23,22,17,19,29,31,31,32,Q14573;Q14643,Q14573,"Inositol 1,4,5-trisphosphate receptor type 3",ITPR3
1663,46433000,41326000,37780000,20896000,21505000,20547000,43020000,51112000,49017000,34543000,34025000,37182000,42563000,35451000,31090000,22991000,22098000,31635000,,,,6,6,6,"11,1","11,1","11,1","107,41",0,"16,827",591990000,50,5,5,4,3,2,2,4,4,5,4,5,4,5,6,4,2,2,4,Q14596,Q14596,Next to BRCA1 gene 1 protein,NBR1
1664,28508000,23312000,29415000,19338000,18844000,22898000,21705000,26026000,31131000,20446000,24155000,0,23398000,18432000,19461000,27319000,19590000,18932000,,,,3,3,3,"7,2","7,2","7,2","70,253",0,"4,3957",374310000,15,3,3,3,3,3,3,2,3,3,3,2,1,3,2,3,3,3,2,Q14651,Q14651,Plastin-1,PLS1
1665,100960000,121040000,113020000,67022000,75533000,79341000,86119000,88477000,91964000,82132000,102220000,79434000,75760000,76800000,97282000,121240000,117120000,119020000,,,,15,15,15,"12,6","12,6","12,6","220,43",0,"43,683",1738900000,89,8,13,7,5,3,6,8,9,9,11,9,8,6,6,9,9,12,11,Q14669,Q14669,E3 ubiquitin-protein ligase TRIP12,TRIP12
1666,118940000,79718000,76199000,0,38101000,70498000,50300000,57934000,58120000,72189000,66271000,54498000,65395000,47224000,29051000,152450000,161050000,155570000,,,,10,10,10,"14,9","14,9","14,9","126,47",0,"43,971",1336000000,30,5,4,4,3,3,4,4,5,5,5,4,5,4,6,4,9,9,9,Q14671,Q14671,Pumilio homolog 1,PUM1
1667,121500000,56133000,0,0,0,0,42978000,38091000,177130000,46917000,0,0,38690000,51405000,85676000,163800000,108240000,178670000,,,,18,18,18,"12,6","12,6","12,6","233,17",0,"27,783",2137100000,43,3,6,3,2,2,2,3,3,2,5,3,3,2,5,11,12,12,11,Q14674,Q14674,Separin,ESPL1
1668,1190099968,840140032,967360000,190040000,283209984,291969984,278329984,270360000,232120000,326289984,379169984,308329984,540990016,411849984,360929984,303280000,282430016,297080000,,,,41,41,41,"37,1","37,1","37,1","226,66",0,"323,31",8030200000,224,37,34,34,10,15,10,12,14,9,16,19,14,25,24,27,16,15,17,Q14676,Q14676,Mediator of DNA damage checkpoint protein 1,MDC1
1669,633129984,517969984,536070016,345640000,375120000,389830016,431230016,365200000,401329984,346240000,431649984,429910016,394689984,286190016,200940000,142890000,136740000,132980000,,,,14,14,14,"27,4","27,4","27,4","68,259",0,"68,186",6023100000,159,12,12,11,12,9,10,9,10,9,9,10,9,11,11,7,8,8,10,Q14677,Q14677,Clathrin interactor 1,CLINT1
1670,45628000,36981000,44882000,0,0,0,0,36145000,0,50954000,44880000,41931000,0,35500000,41059000,38062000,38601000,45329000,,,,7,7,7,"12,1","12,1","12,1","74,641",0,"25,387",603930000,13,2,3,2,1,2,3,1,3,1,2,2,2,1,2,3,4,3,3,Q14680,Q14680,Maternal embryonic leucine zipper kinase,MELK
1671,344550016,420060000,363240000,379070016,389460000,333120000,404580000,418240000,438040000,396240000,377080000,343950016,454300000,650129984,658419968,478080000,485369984,424600000,,,,43,43,43,"42,4","42,4","42,4","143,23",0,"200,6",8117300000,292,23,28,18,16,14,17,17,21,21,18,21,20,18,31,36,23,29,25,Q14683,Q14683,Structural maintenance of chromosomes protein 1A,SMC1A
1672,4411700224,4198200064,4142400000,7295099904,5888099840,6900899840,4925599744,5989199872,8687099904,3567600128,6793699840,5648300032,4230299904,3382700032,1398400000,3120999936,2601200128,3425700096,,,,36,36,36,"57,5","57,5","57,5","84,427",0,"323,31",75536000000,854,32,30,29,34,32,34,33,34,36,28,31,33,28,34,28,30,32,27,Q14684,Q14684,Ribosomal RNA processing protein 1 homolog B,RRP1B
1673,353520000,274769984,363420000,0,0,0,20096000,0,0,0,36842000,25641000,21085000,0,25995000,0,0,0,,,,15,15,15,"14,1","14,1","14,1","219,14",0,"41,963",1226400000,40,13,15,14,0,0,0,3,2,1,1,3,3,3,0,2,1,1,1,Q14686,Q14686,Nuclear receptor coactivator 6,NCOA6
1674,75281000,46616000,58231000,0,0,0,0,0,0,0,31686000,0,0,0,0,34574000,0,0,,,,7,7,7,"9,4","9,4","9,4","136,16",0,"13,422",338790000,13,7,3,4,0,0,0,1,1,1,1,2,0,0,0,0,2,1,1,Q14687,Q14687,Genetic suppressor element 1,GSE1
1675,480940000,539049984,534630016,570700032,619030016,460409984,476630016,548390016,576889984,823609984,480649984,456000000,400600000,526340000,793750016,793990016,759329984,702760000,,,,57,57,57,"42,8","42,8","42,8","208,7",0,"323,31",10962000000,384,28,34,29,29,27,23,27,30,29,40,27,30,26,39,48,41,41,41,Q14690,Q14690,Protein RRP5 homolog,PDCD11
